representation,total_duration_us,mean_op_duration_us,std_op_duration_us,total_ops,rotation_count,rescale_count,relin_count,bootstrap_count,start_level,end_level,level_drop,level_variance,unique_rotation_amounts,rotation_amount_entropy,peak_memory,kernel_count
ckks,45284.000000,5660.500000,12075.537208,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,5.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.266667,2.000000,1.000000,0.000000,0.000000
ckks,44808.000000,5601.000000,12050.709214,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,43277.000000,5409.625000,11550.146937,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,45582.000000,5697.750000,12481.863457,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,43047.000000,5380.875000,11700.778148,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,43150.000000,5393.750000,11730.952680,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,43464.000000,5433.000000,11787.061769,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,45264.000000,5658.000000,12450.000688,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,42771.000000,5346.375000,11536.651234,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,43118.000000,5389.750000,11655.586187,8.000000,2.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,2.000000,1.000000,0.000000,0.000000
ckks,44596.000000,4955.111111,11513.717649,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,6.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,3.000000,1.584963,0.000000,0.000000
ckks,44896.000000,4988.444444,11601.979326,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,43165.000000,4796.111111,11101.479321,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,44262.000000,4918.000000,11279.377000,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,44177.000000,4908.555556,11349.371515,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,43826.000000,4869.555556,11263.806751,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,43941.000000,4882.333333,11302.283442,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,43540.000000,4837.777778,11123.606629,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,43473.000000,4830.333333,11137.265789,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,43412.000000,4823.555556,11172.340188,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,42770.000000,3888.181818,9961.874842,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,8.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.194444,5.000000,2.321928,0.000000,0.000000
ckks,43961.000000,3996.454545,10243.946684,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,43442.000000,3949.272727,10107.487325,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,43102.000000,3918.363636,10013.467214,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,43531.000000,3957.363636,10081.173069,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,44419.000000,4038.090909,10297.455525,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,43331.000000,3939.181818,10146.274615,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,43532.000000,3957.454545,10132.861663,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,43850.000000,3986.363636,10228.606936,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,45759.000000,4159.909091,10778.984984,11.000000,5.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.265152,5.000000,2.321928,0.000000,0.000000
ckks,44385.000000,3698.750000,9819.060917,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,9.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.177778,6.000000,2.584963,0.000000,0.000000
ckks,45024.000000,3752.000000,10125.754993,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44102.000000,3675.166667,9822.187757,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43497.000000,3624.750000,9699.774666,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44077.000000,3673.083333,9828.970301,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43249.000000,3604.083333,9624.872509,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44159.000000,3679.916667,9796.693806,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44888.000000,3740.666667,9996.465033,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43768.000000,3647.333333,9746.050952,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43894.000000,3657.833333,9820.525989,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43379.000000,3336.846154,9260.155946,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,10.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.163636,7.000000,2.807355,0.000000,0.000000
ckks,43589.000000,3353.000000,9310.929268,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,44371.000000,3413.153846,9520.013777,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,43445.000000,3341.923077,9317.584321,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,44057.000000,3389.000000,9467.315538,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,43631.000000,3356.230769,9339.724319,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,43156.000000,3319.692308,9286.110905,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,43446.000000,3342.000000,9301.166468,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,44623.000000,3432.538462,9559.985283,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,43297.000000,3330.538462,9266.040521,13.000000,7.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.247253,7.000000,2.807355,0.000000,0.000000
ckks,44667.000000,3190.500000,9221.397264,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,11.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.151515,8.000000,3.000000,0.000000,0.000000
ckks,44699.000000,3192.785714,9306.853489,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,44298.000000,3164.142857,9155.714188,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,43943.000000,3138.785714,9095.588450,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,44120.000000,3151.428571,9104.008202,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,43397.000000,3099.785714,8936.082003,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,43822.000000,3130.142857,9018.049131,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,43514.000000,3108.142857,8998.006718,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,43469.000000,3104.928571,8919.790886,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,43993.000000,3142.357143,9082.008331,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,44178.000000,3681.500000,9803.732624,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43761.000000,3646.750000,9775.759734,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43831.000000,3652.583333,9800.513395,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43815.000000,3651.250000,9781.002218,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43334.000000,3611.166667,9662.397612,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43481.000000,3623.416667,9662.816693,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43097.000000,3591.416667,9561.930334,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43803.000000,3650.250000,9801.848843,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44487.000000,3707.250000,9886.091241,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43127.000000,3593.916667,9621.589582,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43480.000000,3623.333333,9662.401333,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,42906.000000,3575.500000,9570.356814,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43399.000000,3616.583333,9689.630619,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43916.000000,3659.666667,9798.386735,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43180.000000,3598.333333,9587.581791,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43324.000000,3610.333333,9623.600520,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43941.000000,3661.750000,9770.317657,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44650.000000,3720.833333,9985.262229,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43655.000000,3637.916667,9713.409798,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44546.000000,3712.166667,9885.198842,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43186.000000,3598.833333,9603.610853,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43845.000000,3653.750000,9780.275950,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43780.000000,3648.333333,9745.500587,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,42314.000000,3526.166667,9423.726110,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43522.000000,3626.833333,9728.286926,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44305.000000,3692.083333,9789.833228,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43812.000000,3651.000000,9804.385892,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43685.000000,3640.416667,9745.157804,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43459.000000,3621.583333,9669.183537,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44111.000000,3675.916667,9814.555920,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43950.000000,3662.500000,9746.933975,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43947.000000,3662.250000,9785.724288,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43460.000000,3621.666667,9660.505956,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43772.000000,3647.666667,9711.937138,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44101.000000,3675.083333,9803.021412,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43951.000000,3662.583333,9765.670935,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44087.000000,3673.916667,9846.035884,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,45105.000000,3758.750000,10116.056761,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43999.000000,3666.583333,9838.254949,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44442.000000,3703.500000,9926.658803,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44194.000000,3682.833333,9917.963380,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44040.000000,3670.000000,9821.839154,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44606.000000,3717.166667,10014.333462,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43336.000000,3611.333333,9663.530179,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43397.000000,3616.416667,9650.968105,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44466.000000,3705.500000,9912.963271,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43774.000000,3647.833333,9814.161038,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,43288.000000,3607.333333,9669.556795,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,44234.000000,3686.166667,9900.669801,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,47692.000000,3974.333333,10653.147792,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,42983.000000,4775.888889,11009.161622,9.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.277778,3.000000,1.584963,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,6.000000,3.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,3.000000,1.584963,0.000000,0.000000
ckks,44407.000000,3700.583333,9912.890959,12.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.256410,6.000000,2.584963,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,9.000000,6.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.177778,6.000000,2.584963,0.000000,0.000000
ckks,45740.000000,3267.142857,9261.461439,14.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.238095,8.000000,3.000000,0.000000,0.000000
ckks,0.000000,0.000000,0.000000,11.000000,8.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.151515,8.000000,3.000000,0.000000,0.000000
clifford,814695.000000,203673.750000,401379.879185,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,111832.000000,37277.333333,64548.915571,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
clifford,821437.000000,205359.250000,404547.132943,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,811392.000000,202848.000000,399339.064454,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808399.000000,202099.750000,398275.902354,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809731.000000,202432.750000,398929.268897,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809055.000000,202263.750000,398692.355839,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,821511.000000,205377.750000,404866.492037,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
